6.734899282455444336e-01,6.992642879486083984e+00,7.503647804260253906e-01,1.032785797119140625e+01,2.604664564132690430e+00,9.941750526428222656e+00,1.351960182189941406e+00,8.799046516418457031e+00,-1.832726597785949707e+00,2.405294656753540039e+00,1.820783734321594238e+00,6.261268258094787598e-02,3.944183349609375000e+00,1.113406419754028320e+00,4.011195659637451172e+00,1.717669725418090820e+00,1.332178831100463867e+00,2.310788393020629883e+00,1.381800174713134766e+00,1.495483398437500000e+00
6.088567256927490234e+00,-7.279028892517089844e+00,3.771168708801269531e+00,1.125605297088623047e+01,-4.772775173187255859e+00,9.709221839904785156e+00,7.157748222351074219e+00,-6.694053173065185547e+00,-1.553684115409851074e+00,6.624828279018402100e-02,6.071688175201416016e+00,2.430324316024780273e+00,5.514244079589843750e+00,2.859039545059204102e+00,3.794885575771331787e-01,1.330539107322692871e+00,3.044986009597778320e+00,6.756253719329833984e+00,5.131585121154785156e+00,5.480183601379394531e+00
2.388291060924530029e-01,5.837326526641845703e+00,1.023297667503356934e+00,9.969547271728515625e+00,2.564208030700683594e+00,9.543650627136230469e+00,1.000238299369812012e+00,7.810207366943359375e+00,-1.241923689842224121e+00,2.427767038345336914e+00,2.236489295959472656e+00,-4.568224027752876282e-02,3.509105682373046875e+00,1.274484395980834961e+00,3.847787857055664062e+00,1.552095413208007812e+00,1.537103533744812012e+00,1.650307297706604004e+00,1.467580318450927734e+00,1.994616627693176270e+00
4.061881542205810547e+00,-2.132421493530273438e+00,-1.071039795875549316e+00,9.927021980285644531e+00,-2.078715413808822632e-01,7.436495304107666016e+00,4.556904315948486328e+00,-1.743618607521057129e+00,-8.902467489242553711e-01,-2.663194835186004639e-01,5.112346410751342773e-01,-8.285111188888549805e-01,1.716598629951477051e+00,-7.305747270584106445e-01,6.421371828764677048e-03,-2.586960554122924805e+00,1.529346257448196411e-01,6.420409202575683594e+00,1.943845987319946289e+00,2.449878931045532227e+00
-2.477878093719482422e+00,3.495274782180786133e+00,1.535298824310302734e+00,-1.243032932281494141e+00,2.057255268096923828e+00,6.653896570205688477e-01,9.261247515678405762e-01,-9.326927661895751953e-01,2.427877783775329590e-01,-8.011918663978576660e-01,3.528001308441162109e+00,1.532032251358032227e+00,-6.861398816108703613e-01,-3.918749690055847168e-01,-1.682321727275848389e-01,-1.987625807523727417e-01,-5.176473855972290039e-01,2.739318370819091797e+00,2.906099081039428711e+00,2.304913282394409180e+00
1.717432856559753418e+00,-3.291494846343994141e+00,-1.292803168296813965e+00,8.193835258483886719e+00,-3.449374735355377197e-01,7.607196331024169922e+00,2.438643693923950195e+00,-1.971051931381225586e+00,1.020671129226684570e+00,-7.554159164428710938e-01,1.552640795707702637e+00,-3.520691692829132080e-01,-1.874679140746593475e-02,-1.204113125801086426e+00,-1.081806898117065430e+00,-8.696665167808532715e-01,-8.340477943420410156e-01,2.617771625518798828e+00,7.002679705619812012e-01,4.523567259311676025e-01
2.600746870040893555e+00,9.147239476442337036e-02,-9.709490537643432617e-01,8.456628799438476562e+00,3.360987175256013870e-03,7.870963096618652344e+00,2.317193031311035156e+00,1.073061347007751465e+00,-3.393658697605133057e-01,-4.304828941822052002e-01,-8.934389948844909668e-01,-9.098212122917175293e-01,1.038696408271789551e+00,-9.938361048698425293e-01,-6.427584886550903320e-01,-1.124140381813049316e+00,-8.753957152366638184e-01,5.098354816436767578e+00,1.135247349739074707e+00,1.172279238700866699e+00
3.424321651458740234e+00,6.558246612548828125e-01,-6.574861407279968262e-01,9.496673583984375000e+00,7.575106620788574219e-01,7.659852504730224609e+00,3.616093873977661133e+00,1.343673348426818848e+00,-2.108353853225708008e+00,7.925000041723251343e-02,-9.073638916015625000e-01,-8.895134329795837402e-01,2.085366487503051758e+00,-2.676098346710205078e-01,6.938862055540084839e-02,-1.784659028053283691e+00,-9.959064424037933350e-02,6.365077972412109375e+00,1.564188718795776367e+00,2.265994071960449219e+00
-2.843864917755126953e+00,-2.743934631347656250e+00,1.394816279411315918e+00,-1.717517852783203125e+00,-2.115294218063354492e+00,-3.421677052974700928e-01,-2.333826541900634766e+00,-4.245779514312744141e+00,2.900656223297119141e+00,-3.980783820152282715e-01,-2.163832426071166992e+00,1.550629019737243652e+00,-4.309470176696777344e+00,8.895775675773620605e-01,-1.424211502075195312e+00,1.344324588775634766e+00,9.916271567344665527e-01,-1.130027174949645996e+00,-2.327828645706176758e+00,-2.983284235000610352e+00
5.900760650634765625e+00,-3.642227649688720703e+00,2.301629543304443359e+00,1.173463249206542969e+01,-2.130024194717407227e+00,1.009106349945068359e+01,6.639779567718505859e+00,-3.518429994583129883e+00,-1.801690578460693359e+00,8.298893570899963379e-01,5.922028064727783203e+00,1.397354841232299805e+00,5.473385334014892578e+00,3.202599763870239258e+00,1.810030102729797363e+00,1.154137134552001953e+00,2.774522781372070312e+00,6.816208362579345703e+00,5.392626285552978516e+00,5.420464038848876953e+00
