6.888470798730850220e-02,3.091394305229187012e-01,1.435296654701232910e+00,1.071942567825317383e+00,-1.489957869052886963e-01,1.252449750900268555e-01,-5.640908330678939819e-02,2.984598092734813690e-02,-2.053319476544857025e-02,-2.711431123316287994e-02,-1.306259930133819580e-01
1.119191721081733704e-01,2.773269414901733398e-01,-3.530832231044769287e-01,2.589292824268341064e-01,-6.768874526023864746e-01,-5.509557127952575684e-01,3.670137226581573486e-01,9.082310795783996582e-01,1.054402589797973633e+00,6.699186563491821289e-01,4.441128671169281006e-01
7.174891978502273560e-02,1.030493378639221191e-01,-3.040326535701751709e-01,1.417574644088745117e+00,2.804537713527679443e-01,-2.072289958596229553e-02,8.368054032325744629e-02,5.877153016626834869e-03,-1.060873921960592270e-02,2.632469637319445610e-03,5.060070380568504333e-02
4.459696635603904724e-02,7.923182845115661621e-02,-4.717981442809104919e-02,-5.666767358779907227e-01,3.515045642852783203e-01,1.435195207595825195e+00,6.654631495475769043e-01,3.188299536705017090e-01,1.832736581563949585e-01,1.471389830112457275e-01,2.565613687038421631e-01
1.139826402068138123e-01,1.609038710594177246e-01,-7.636782526969909668e-02,7.878693938255310059e-01,8.370715379714965820e-01,7.973635941743850708e-02,1.854001730680465698e-01,1.054241433739662170e-01,-6.237765774130821228e-02,1.466656178236007690e-01,1.122067645192146301e-01
9.816679358482360840e-02,5.841232463717460632e-02,8.844598382711410522e-02,-5.235635638236999512e-01,-9.520255923271179199e-01,-2.828781306743621826e-01,9.828921556472778320e-01,1.208914518356323242e+00,7.499144673347473145e-01,4.947937130928039551e-01,5.170728564262390137e-01
7.579959183931350708e-02,2.306153029203414917e-01,4.001307189464569092e-01,-7.051073312759399414e-01,-1.215285155922174454e-02,1.341072678565979004e+00,9.456300735473632812e-01,3.540375530719757080e-01,1.735259294509887695e-01,1.722081601619720459e-01,-6.292123580351471901e-04
6.018945202231407166e-02,-7.562583684921264648e-02,-4.210237562656402588e-01,1.068515181541442871e+00,6.171551942825317383e-01,1.706086248159408569e-01,-9.763204306364059448e-02,4.773161932826042175e-02,1.626650691032409668e-01,7.541987579315900803e-03,4.470731131732463837e-03
9.618591517210006714e-02,9.570672363042831421e-02,-8.311604149639606476e-03,-1.370812892913818359e+00,1.142114996910095215e+00,4.808923602104187012e-02,-8.034048676490783691e-01,-1.001318573951721191e+00,-6.978614926338195801e-01,2.380345389246940613e-02,7.338316440582275391e-01
-2.262650802731513977e-02,3.253092756494879723e-03,3.180976212024688721e-02,4.691388607025146484e-01,1.191990852355957031e+00,3.364665061235427856e-02,-1.947592496871948242e-01,-1.906908154487609863e-01,3.197709098458290100e-02,-8.464189618825912476e-02,-1.516166478395462036e-01
-6.660494953393936157e-02,4.900452867150306702e-02,-4.779399037361145020e-01,1.529583334922790527e+00,9.424712508916854858e-02,7.714805752038955688e-02,1.519393175840377808e-01,-3.536338452249765396e-03,-6.663063168525695801e-02,1.125859469175338745e-01,4.671654850244522095e-02
1.892114290967583656e-03,1.090447977185249329e-01,2.070434093475341797e-01,-6.625766754150390625e-01,-8.788212537765502930e-01,6.907569766044616699e-01,1.354481458663940430e+00,9.121800661087036133e-01,5.648797154426574707e-01,3.010134994983673096e-01,9.092574566602706909e-02
-1.148640438914299011e-01,8.999107778072357178e-02,1.132402047514915466e-01,-9.316954612731933594e-01,9.194775223731994629e-01,7.322733402252197266e-01,3.575754463672637939e-01,1.847410798072814941e-01,1.256072372198104858e-01,2.355955541133880615e-01,2.138888537883758545e-01
2.209353260695934296e-02,1.775311976671218872e-01,2.263330698013305664e+00,2.422586083412170410e-01,4.391486197710037231e-02,-6.857950240373611450e-02,-3.900307044386863708e-02,-5.412738397717475891e-02,-3.333261981606483459e-02,3.033726010471582413e-03,1.318010687828063965e-02
6.046383082866668701e-02,1.467066854238510132e-01,6.573054790496826172e-01,1.117863178253173828e+00,1.063656955957412720e-01,1.719473004341125488e-01,1.038493141531944275e-01,1.235209405422210693e-01,1.335109174251556396e-01,-4.483925178647041321e-02,2.346033416688442230e-02
7.814557105302810669e-02,-4.618221148848533630e-02,4.375533461570739746e-01,-1.027529954910278320e+00,6.800453066825866699e-01,6.653366684913635254e-01,4.048560857772827148e-01,3.702052533626556396e-01,1.125126406550407410e-01,-4.790403321385383606e-02,-8.845341205596923828e-02
1.051768437027931213e-01,1.417288631200790405e-01,1.064876746386289597e-02,7.270487546920776367e-01,1.913540996611118317e-02,-8.324170708656311035e-01,-8.405356407165527344e-01,-3.222046792507171631e-01,5.605697631835937500e-01,1.064818739891052246e+00,1.296123385429382324e+00
-1.567478850483894348e-02,-4.891819879412651062e-02,-4.825511947274208069e-02,6.552165746688842773e-01,-4.943002164363861084e-01,-7.691218256950378418e-01,-5.130780935287475586e-01,4.185730814933776855e-01,7.814522981643676758e-01,9.370774030685424805e-01,5.790131688117980957e-01
1.911826878786087036e-01,2.738505005836486816e-01,-4.591160416603088379e-01,-4.165349900722503662e-01,1.157009840011596680e+00,5.791694521903991699e-01,3.071177601814270020e-01,1.753410398960113525e-01,8.014437556266784668e-02,3.708034753799438477e-02,5.955429747700691223e-02
-9.709018282592296600e-03,1.079113595187664032e-02,-4.156377911567687988e-02,8.532149791717529297e-01,8.058815598487854004e-01,1.658389419317245483e-01,2.780824154615402222e-02,-7.778593152761459351e-02,-3.035859018564224243e-02,-1.225648522377014160e-01,-5.159940198063850403e-02
